,id,talkName,dialogue,firstBtnText,secondBtnText,actionText,dialogue_Japanese
,717703,,按你的意思，你侍奉的人主导了实验，那你为什么要参与到这次反抗中？,,,,按你的意思，你侍奉的人主导了实验，那你为什么要参与到这次反抗中？
,717704,铸魂领主米尔顿,他们害死了大人，还把我困在这里！我怎么能让他们好过？莱克大人说得没错，我要把事情捅出去，让大家知道他们所做的好事。,,,,他们害死了大人，还把我困在这里！我怎么能让他们好过？莱克大人说得没错，我要把事情捅出去，让大家知道他们所做的好事。
,717705,,你说那位大人要成为王，但是又死了，难道是右相？,,,,你说那位大人要成为王，但是又死了，难道是右相？
,717706,铸魂领主米尔顿,没错，右相大人才应该取代那位无能的国王，成为帝国的……,,,,没错，右相大人才应该取代那位无能的国王，成为帝国的……
,717707,,（听不下去的爱琳娜给了米尔顿一拳，世界终于清静了。）,,,,（听不下去的爱琳娜给了米尔顿一拳，世界终于清静了。）
,717708,,好啦，我们继续向下吧。,,,,好啦，我们继续向下吧。
,717801,,（战败的爱丝似失去动力的机器人，颓然地伏倒在地。披散的长发遮<br>    住了她的表情。良久，她抬起头来，眼神中迸发着恨意。）,,,,（战败的爱丝似失去动力的机器人，颓然地伏倒在地。披散的长发遮<br>    住了她的表情。良久，她抬起头来，眼神中迸发着恨意。）
,717802,刺血领主爱丝,我恨他！我替他承担了所有的罪责，在这里饱受折磨。而他转头就爱上了其他人，忘了我！他凭什么？！！我要他也和我一样！,,,,我恨他！我替他承担了所有的罪责，在这里饱受折磨。而他转头就爱上了其他人，忘了我！他凭什么？！！我要他也和我一样！
,717803,,【哔——】，老娘最看不惯欺负女人的负心汉！那人是谁，等我离开这里，免费替你教训他一顿。,,,,【哔——】，老娘最看不惯欺负女人的负心汉！那人是谁，等我离开这里，免费替你教训他一顿。
,717804,刺血领主爱丝,你……你真的要帮我？他可是贵族！,,,,你……你真的要帮我？他可是贵族！
,717805,,贵族又怎么样？！我赏金猎人爱琳娜可不怕他，错了就该打，就该接受属于他应有的惩罚！,,,,贵族又怎么样？！我赏金猎人爱琳娜可不怕他，错了就该打，就该接受属于他应有的惩罚！
,717806,刺血领主爱丝,谢谢……你们深入到这里是为了调查这座监狱的秘密吧？,,,,谢谢……你们深入到这里是为了调查这座监狱的秘密吧？
,717807,,是的，我们没想到海地斯监狱下面会是巨型的实验室……如果你知道些什么，请告诉我们。,,,,是的，我们没想到海地斯监狱下面会是巨型的实验室……如果你知道些什么，请告诉我们。
,717808,刺血领主爱丝,这……我也不知道他们的身份。不过有次我反抗时，从研究员的脖子上扯出了一条挂坠，那个挂坠似乎是什么标志。,,,,这……我也不知道他们的身份。不过有次我反抗时，从研究员的脖子上扯出了一条挂坠，那个挂坠似乎是什么标志。
,717809,,挂坠么？我知道了。至于那个臭男人，我会替你好好惩罚他的。,,,,挂坠么？我知道了。至于那个臭男人，我会替你好好惩罚他的。
,717901,,你们找到史莱克了吗？我没有找到。,,,,你们找到史莱克了吗？我没有找到。
,717902,,没有，不过我发现这个柜子有异样。柜脚边有新落下的墙灰，周围的墙上还有搬动的痕迹，说明背后有东西。,,,,没有，不过我发现这个柜子有异样。柜脚边有新落下的墙灰，周围的墙上还有搬动的痕迹，说明背后有东西。
,717903,,那你们让开点，我把柜子搬开。嗬——！,,,,那你们让开点，我把柜子搬开。嗬——！
,717904,,墙上刻着字！嗯？这些词与词之间还有线条相连……魔力石与暗黑力量、右相相连，而右相连接的则是……源计划7250！,,,,墙上刻着字！嗯？这些词与词之间还有线条相连……魔力石与暗黑力量、右相相连，而右相连接的则是……源计划7250！
,717905,,这个计划不是兰奇的笔记本上也有记载过的吗？它竟然和右相有关！,,,,这个计划不是兰奇的笔记本上也有记载过的吗？它竟然和右相有关！
,717906,,那暗黑力量是指之前阿克莱斯的异变者？难道是史莱克发现了源计划7250的事情，想借着它弄出异变者大军？,,,,那暗黑力量是指之前阿克莱斯的异变者？难道是史莱克发现了源计划7250的事情，想借着它弄出异变者大军？
,717907,,嗯，有可能。不过实验应该没有成功，所以他又盯上了魔力石。,,,,嗯，有可能。不过实验应该没有成功，所以他又盯上了魔力石。
,717908,,这个史莱克……他不在这里，或许是被带到更下面的地方，我们继续向下找一找吧。,,,,这个史莱克……他不在这里，或许是被带到更下面的地方，我们继续向下找一找吧。
,718001,怒焰领主霍齐亚,你们可以拦住我一次，拦得了两次、三次吗？我迟早会出去的。<br>我有预感吾神将重临人间，再次统率大陆！,,,,你们可以拦住我一次，拦得了两次、三次吗？我迟早会出去的。<br>我有预感吾神将重临人间，再次统率大陆！
,718002,怒焰领主霍齐亚,你们的国王是只会在背后使用龌龊手段的小人。唯有魔神大人才能肃清世界，成为这片土地真正的主宰！,,,,你们的国王是只会在背后使用龌龊手段的小人。唯有魔神大人才能肃清世界，成为这片土地真正的主宰！
,718003,,？？？<br>魔族的脑残信徒太多了吧……,,,,？？？<br>魔族的脑残信徒太多了吧……
,718101,,西蒙，我看了一圈，这里也没有莱克的踪迹。要不，问问这家伙吧。,,,,西蒙，我看了一圈，这里也没有莱克的踪迹。要不，问问这家伙吧。
,718102,狮蛮领主艾凡,噢，冲动的黄毛小子，娇气的贵族大小姐，暴躁的红发女，看来我等的人到了。莱克让我告诉你们——注意欧斯家族。,,,,噢，冲动的黄毛小子，娇气的贵族大小姐，暴躁的红发女，看来我等的人到了。莱克让我告诉你们——注意欧斯家族。
,718103,,那他人呢？！,,,,那他人呢？！
,718104,狮蛮领主艾凡,这不懂，我只管完成他与我定下的交易。,,,,这不懂，我只管完成他与我定下的交易。
,718105,,,,,数周前,
,718106,莱克,过段时间会有一个黄毛小子和两个难相处的女孩来找我，那时候估计我已经不在这里了。,,,,过段时间会有一个黄毛小子和两个难相处的女孩来找我，那时候估计我已经不在这里了。
,718107,莱克,你告诉他们注意欧斯家族，那么我们的交易就算完成。,,,,你告诉他们注意欧斯家族，那么我们的交易就算完成。
,718108,狮蛮领主艾凡,就这么简单？,,,,就这么简单？
,718109,莱克,没错，聪明人一点就通。呵，薇莉斯倒是右相那个老家伙教出的好学生，背信弃义学得真好。想要我的命，那我也要扒层你们的皮。,,,,没错，聪明人一点就通。呵，薇莉斯倒是右相那个老家伙教出的好学生，背信弃义学得真好。想要我的命，那我也要扒层你们的皮。
,718110,莱克,大家都在同一条船上，谁也别想好过。,,,,大家都在同一条船上，谁也别想好过。
,718111,,如果真如莱克所说，那我们之前的推测就是正确的。欧斯家族是另外一方势力……可是欧斯家族是古老的魔法世家，怎么会……,,,,如果真如莱克所说，那我们之前的推测就是正确的。欧斯家族是另外一方势力……可是欧斯家族是古老的魔法世家，怎么会……
,718112,,说不定古老的家族内部更腐朽。不过莱克的话，我觉得顶多只能信一半，也许他想套路我们。,,,,说不定古老的家族内部更腐朽。不过莱克的话，我觉得顶多只能信一半，也许他想套路我们。
,718113,,大姐头说得对，史莱克本身就不是好人。关于欧斯家族的事情，我们还需要更确凿的证据。所以，我们继续向下调查吧。,,,,大姐头说得对，史莱克本身就不是好人。关于欧斯家族的事情，我们还需要更确凿的证据。所以，我们继续向下调查吧。
,718301,,没有发现什么线索，我们抓紧时间继续向下吧。,,,,没有发现什么线索，我们抓紧时间继续向下吧。
,718401,,没有发现什么线索，我们抓紧时间继续向下吧。,,,,没有发现什么线索，我们抓紧时间继续向下吧。
,718501,蚀骨领主安波儿,呃啊——研……究！啊——杀，杀！吼！,,,,呃啊——研……究！啊——杀，杀！吼！
,718502,,这家伙什么情况？刚刚不是被我们打败了吗？,,,,这家伙什么情况？刚刚不是被我们打败了吗？
,718503,,他们已经失去了自我意识与痛觉，沦为毫无理智的野兽了。我试试使用魔法禁锢她。,,,,他们已经失去了自我意识与痛觉，沦为毫无理智的野兽了。我试试使用魔法禁锢她。
,718504,,拯救汝辈的爱与魔法之精灵，听从吾之指引——<br>悬浮于空气的光之元素，我在此向你请愿，赐予黑暗平等的禁锢吧！,,,,拯救汝辈的爱与魔法之精灵，听从吾之指引——<br>悬浮于空气的光之元素，我在此向你请愿，赐予黑暗平等的禁锢吧！
,718505,,我禁锢住她了。嗯，她脖子上挂着的是什么……这个标志是……欧斯家族的家徽！,,,,我禁锢住她了。嗯，她脖子上挂着的是什么……这个标志是……欧斯家族的家徽！
,718506,,看来莱克所言非虚。这个人身上穿着研究服，应该原本是研究员，实验中途发生意外，导致她变成了这副模样。,,,,看来莱克所言非虚。这个人身上穿着研究服，应该原本是研究员，实验中途发生意外，导致她变成了这副模样。
,718507,,害人终害己。温丽，大姐头，既然都到这里了，我们就继续向下看看有没有其他的线索和证据。,,,,害人终害己。温丽，大姐头，既然都到这里了，我们就继续向下看看有没有其他的线索和证据。
,718601,,没有发现什么线索，我们抓紧时间继续向下吧。,,,,没有发现什么线索，我们抓紧时间继续向下吧。
,718701,,温丽、大姐头，快过来！我发现了一本实验记录簿。上面有段话，我感觉有问题。,,,,温丽、大姐头，快过来！我发现了一本实验记录簿。上面有段话，我感觉有问题。
,718702,,“源计划7250推进至活体实验阶段，但数据量尚且不足，还需大量实验体。家主开始催促研究速度，不能让那位大人久等。“,,,,“源计划7250推进至活体实验阶段，但数据量尚且不足，还需大量实验体。家主开始催促研究速度，不能让那位大人久等。“
,718703,,这句话很明显告诉我们欧斯家族是服务于某个人的，不过欧斯那样的大家族会听命谁？,,,,这句话很明显告诉我们欧斯家族是服务于某个人的，不过欧斯那样的大家族会听命谁？
,718704,,我有一个不成熟的想法，也许是……算了，算了，还是等再确定点说吧，我们先继续向下。,,,,我有一个不成熟的想法，也许是……算了，算了，还是等再确定点说吧，我们先继续向下。
,718801,,没有发现什么线索，我们抓紧时间继续向下吧。,,,,没有发现什么线索，我们抓紧时间继续向下吧。
,718901,,这里似乎也没有什么发现，我们继续向下吧。<br>嗯，路口边的这团纸是什么……,,,,这里似乎也没有什么发现，我们继续向下吧。<br>嗯，路口边的这团纸是什么……
,718902,,“所有人都是那个高高在上的老家伙的棋子。”,,,,“所有人都是那个高高在上的老家伙的棋子。”
,718903,,呃……能够操纵欧斯家族、右相的人，放眼整个帝国只有一个吧，那位最尊贵的人……,,,,呃……能够操纵欧斯家族、右相的人，放眼整个帝国只有一个吧，那位最尊贵的人……
,718904,,嗯，之前我就曾怀疑过，没想到竟然真是如此……西蒙，你说你哥哥会不会也知道些什么，所以……,,,,嗯，之前我就曾怀疑过，没想到竟然真是如此……西蒙，你说你哥哥会不会也知道些什么，所以……
,718905,,那他为什么不告诉我，我不仅是他的弟弟，也是奥兹家族的战士啊。我可以和他一起承担……是因为我太弱了，不值得信任吗？,,,,那他为什么不告诉我，我不仅是他的弟弟，也是奥兹家族的战士啊。我可以和他一起承担……是因为我太弱了，不值得信任吗？
,718906,,臭小子，表情收一收，不要妄自菲薄了。没有亲眼见到，亲耳听到的真相都不算真相。现在我们要做的是继续向下，找到莱克。,,,,臭小子，表情收一收，不要妄自菲薄了。没有亲眼见到，亲耳听到的真相都不算真相。现在我们要做的是继续向下，找到莱克。
,718907,,大姐头……我知道了，我们继续吧！,,,,大姐头……我知道了，我们继续吧！
,719001,,没有发现什么线索，我们抓紧时间继续向下吧。,,,,没有发现什么线索，我们抓紧时间继续向下吧。
,719101,,没有发现什么线索，我们抓紧时间继续向下吧。,,,,没有发现什么线索，我们抓紧时间继续向下吧。
,719201,,史莱克不在这里，难道他已经被转移到其他地方去了？,,,,史莱克不在这里，难道他已经被转移到其他地方去了？
,719202,,有可能这就是他的计划……他猜到了自己的处境，想利用我们解决他的麻烦，然后顺便透露一点我们想知道的事情。,,,,有可能这就是他的计划……他猜到了自己的处境，想利用我们解决他的麻烦，然后顺便透露一点我们想知道的事情。
,719203,,这个混蛋史莱克，他根本没有哥哥的消息，还利用我们！下次见到<br>他，我一定不会放过他！,,,,这个混蛋史莱克，他根本没有哥哥的消息，还利用我们！下次见到<br>他，我一定不会放过他！
,719204,,没错，敢算计我们，下次我要把拳头塞进他的【哔——】！,,,,没错，敢算计我们，下次我要把拳头塞进他的【哔——】！
,719205,,你们真是够了！说好的成长呢？还是和原来一样嘛……,,,,你们真是够了！说好的成长呢？还是和原来一样嘛……
,719601,,他在监狱里散布谣言，造成骚乱，引诱你来监狱发现隐藏的秘密。<br>这个莱克远没有表面那样简单。,,,,他在监狱里散布谣言，造成骚乱，引诱你来监狱发现隐藏的秘密。<br>这个莱克远没有表面那样简单。
,719602,,那他之前那副纨绔子弟的模样是伪装的？,,,,那他之前那副纨绔子弟的模样是伪装的？
,719603,,嗯，很有可能。他先是抛出谣言，动摇人心，激发人们内心的恐惧，从而促使他们反抗。混乱的局面正是他想要的。,,,,嗯，很有可能。他先是抛出谣言，动摇人心，激发人们内心的恐惧，从而促使他们反抗。混乱的局面正是他想要的。
,719604,,而引诱你是为了打击对手。因为他知道你不会坐视非法实验的存在。当然，这个猜测前提是谣言是真。,,,,而引诱你是为了打击对手。因为他知道你不会坐视非法实验的存在。当然，这个猜测前提是谣言是真。
,719605,,【哔——】，莱克真是一个心机【哔——】！<br>等找到他，什么都别说，我先给他几拳。,,,,【哔——】，莱克真是一个心机【哔——】！<br>等找到他，什么都别说，我先给他几拳。
,719606,,我们已经被卷进来了，只怕后面的事情没有那么简单了……,,,,我们已经被卷进来了，只怕后面的事情没有那么简单了……
,719701,,薇莉丝大人，目前犯人们依旧拒不悔改，单凭海地斯内部的守卫实在难以控制他们，还请尽快给予增援。,,,,薇莉丝大人，目前犯人们依旧拒不悔改，单凭海地斯内部的守卫实在难以控制他们，还请尽快给予增援。
,719702,,除此以外，来探访莱克的西蒙等人已进入第10层。他们再继续向下的话，恐怕不妥。,,,,除此以外，来探访莱克的西蒙等人已进入第10层。他们再继续向下的话，恐怕不妥。
,719703,,一、增援的事情，我会尽快安排。<br>二、我一向相信只有■■能守住秘密。,,,,一、增援的事情，我会尽快安排。<br>二、我一向相信只有■■能守住秘密。
,719704,,我明白了薇莉丝大人，我会按照你的吩咐，把事情办好的。,,,,我明白了薇莉丝大人，我会按照你的吩咐，把事情办好的。
,719801,,"<align=""center"">数日前</align>",,,,"<align=""center"">数日前</align>"
,719802,夜翼领主马文,你们要做什么？！放开我，啊——放开！<br>离我远点，我不要注射！不要……注射……,,,,你们要做什么？！放开我，啊——放开！<br>离我远点，我不要注射！不要……注射……
,719803,研究组组长,你记录下他后续的反应，这款是新研发的药剂，希望效果能提升。我去看看那边的实验品。,,,,你记录下他后续的反应，这款是新研发的药剂，希望效果能提升。我去看看那边的实验品。
,719804,研究员,好的，请放心交给我吧。,,,,好的，请放心交给我吧。
,719901,,如果不是亲眼所见，我难以相信监狱里存在这样惨无人道的实验。,,,,如果不是亲眼所见，我难以相信监狱里存在这样惨无人道的实验。
,719902,,这是他【哔——】是非法的吧！之前犯人们说和贵族有关，我倒要看看是哪个家伙如此罔顾生命！,,,,这是他【哔——】是非法的吧！之前犯人们说和贵族有关，我倒要看看是哪个家伙如此罔顾生命！
,719903,,这种人是贵族之耻！不对，他们根本不配称之为人，是游荡在人间的恶魔！我一定要揪出幕后真凶。,,,,这种人是贵族之耻！不对，他们根本不配称之为人，是游荡在人间的恶魔！我一定要揪出幕后真凶。
,720001,,实在难以相信莱克和右相是一伙的……如果是莱克说的是真的，那么在海地斯进行实验的两个势力，其中一方就是右相与莱克。,,,,实在难以相信莱克和右相是一伙的……如果是莱克说的是真的，那么在海地斯进行实验的两个势力，其中一方就是右相与莱克。
,720002,,不过从莱克做的事情来看，他也是个满肚子坏水的人，不值得信任。真相还是需要靠我们自己求证。,,,,不过从莱克做的事情来看，他也是个满肚子坏水的人，不值得信任。真相还是需要靠我们自己求证。
,720003,,嗯，那我们就继续向下，查清这件事情。,,,,嗯，那我们就继续向下，查清这件事情。
,720101,,欧斯家族是古老的魔法世家，他们明知道这种实验是明令禁止的。如果被发现，后果不堪设想。他们为什么要这样……,,,,欧斯家族是古老的魔法世家，他们明知道这种实验是明令禁止的。如果被发现，后果不堪设想。他们为什么要这样……
,720102,,只能说其中关联的利益，大到他们足以忽略风险。不过目前这只是莱克的一面之词，我们没有确凿的证据证明欧斯家族与此事有关。,,,,只能说其中关联的利益，大到他们足以忽略风险。不过目前这只是莱克的一面之词，我们没有确凿的证据证明欧斯家族与此事有关。
,720103,,我觉得莱克的话不能全信。他所做的事情分明是与合作人闹掰了，准备打击报复他们。我们要稳住，不能被他套路了。,,,,我觉得莱克的话不能全信。他所做的事情分明是与合作人闹掰了，准备打击报复他们。我们要稳住，不能被他套路了。
,720104,,大姐头说得对，史莱克本身就不是好人。事情的真相应该我们自己查出来。,,,,大姐头说得对，史莱克本身就不是好人。事情的真相应该我们自己查出来。
,720201,,我不会认错，那个人衣服上的标志是欧斯家族的家徽。他们竟然真的做出了那样的事情……,,,,我不会认错，那个人衣服上的标志是欧斯家族的家徽。他们竟然真的做出了那样的事情……
,720202,,那么从目前的线索看，这个实验室是由右相和欧斯家族共同设立，他们一起进行名为源计划7250的实验。,,,,那么从目前的线索看，这个实验室是由右相和欧斯家族共同设立，他们一起进行名为源计划7250的实验。
,720203,,而莱克可能是后面加入的，他想利用实验组建自己的军队，却没有成功，因此打上了魔力石的主意。,,,,而莱克可能是后面加入的，他想利用实验组建自己的军队，却没有成功，因此打上了魔力石的主意。
,720204,,史莱克是为了获得变异者大军，那么右相和欧斯家族又是为了什么？,,,,史莱克是为了获得变异者大军，那么右相和欧斯家族又是为了什么？
,720205,,不是为了权，就是为了利呗。啊，还有一种可能是他们受命于他人。,,,,不是为了权，就是为了利呗。啊，还有一种可能是他们受命于他人。
,720206,,爱琳娜姐姐，你的意思是……,,,,爱琳娜姐姐，你的意思是……
,720207,,这只是我瞎猜的，希望那种可能性永远不要成真。,,,,这只是我瞎猜的，希望那种可能性永远不要成真。
,720301,实验记录簿,源计划7250推进至活体实验阶段，但数据量尚且不足，还需大量实验体。家主开始催促研究速度，不能让那位大人久等。,,,,源计划7250推进至活体实验阶段，但数据量尚且不足，还需大量实验体。家主开始催促研究速度，不能让那位大人久等。
,720302,,（没有想到爱琳娜姐姐所的话，这么快应验了……能够操控欧斯家族<br>    的人似乎只有他了，希望是我想错了……）,,,,（没有想到爱琳娜姐姐所的话，这么快应验了……能够操控欧斯家族<br>    的人似乎只有他了，希望是我想错了……）
,720401,,莱克的那句话信息量太大了！你们再仔细品一品。,,,,莱克的那句话信息量太大了！你们再仔细品一品。
,720402,,“以为我会这样结束吗？我可不会成为右相那样的牺牲品，那个高高在上的老家伙做的肮脏事，我都记着呢……”,,,,“以为我会这样结束吗？我可不会成为右相那样的牺牲品，那个高高在上的老家伙做的肮脏事，我都记着呢……”
,720403,,如果是这样，不仅是这件事，之前右相夺取噬法者，变身为贪婪，也是预谋好的吗？,,,,如果是这样，不仅是这件事，之前右相夺取噬法者，变身为贪婪，也是预谋好的吗？
,720404,,细思极恐……果然皇室、贵族里的人，都是影帝啊。,,,,细思极恐……果然皇室、贵族里的人，都是影帝啊。
,720501,,果然我一开始就猜对了，这个莱克就是骗你的！他想利用我们解决他的麻烦，所以故意说有你感兴趣的消息。,,,,果然我一开始就猜对了，这个莱克就是骗你的！他想利用我们解决他的麻烦，所以故意说有你感兴趣的消息。
,720502,,现在我们倒是知道了些消息，不过和你哥哥基本没有关系。莱克真是【哔——】，老娘下次见了他，打爆他的【哔——】！,,,,现在我们倒是知道了些消息，不过和你哥哥基本没有关系。莱克真是【哔——】，老娘下次见了他，打爆他的【哔——】！
